,condition,outcome,persona,response
0,crushing chicken; gross grasshopper; homely halibut,gender,p0016,2
2716,crushing chicken; gross grasshopper; homely halibut,party,p1089,3
2717,crushing chicken; gross grasshopper; homely halibut,party,p1093,3
2718,crushing chicken; gross grasshopper; homely halibut,party,p1096,2
2719,crushing chicken; gross grasshopper; homely halibut,party,p1100,2
2720,crushing chicken; gross grasshopper; homely halibut,party,p1106,3
2721,crushing chicken; gross grasshopper; homely halibut,party,p1107,2
2722,crushing chicken; gross grasshopper; homely halibut,party,p1113,1
2723,crushing chicken; gross grasshopper; homely halibut,party,p1117,1
2724,crushing chicken; gross grasshopper; homely halibut,party,p1120,1
2725,crushing chicken; gross grasshopper; homely halibut,party,p1134,2
2726,crushing chicken; gross grasshopper; homely halibut,party,p1136,1
2727,crushing chicken; gross grasshopper; homely halibut,party,p1138,1
2728,crushing chicken; gross grasshopper; homely halibut,party,p1144,1
2729,crushing chicken; gross grasshopper; homely halibut,party,p1145,3
2730,crushing chicken; gross grasshopper; homely halibut,party,p1147,3
2731,crushing chicken; gross grasshopper; homely halibut,party,p1148,3
2732,crushing chicken; gross grasshopper; homely halibut,party,p1154,3
2733,crushing chicken; gross grasshopper; homely halibut,party,p1159,3
2734,crushing chicken; gross grasshopper; homely halibut,party,p1167,3
2735,crushing chicken; gross grasshopper; homely halibut,party,p1175,3
2736,crushing chicken; gross grasshopper; homely halibut,party,p1178,3
2737,crushing chicken; gross grasshopper; homely halibut,party,p1184,1
2738,crushing chicken; gross grasshopper; homely halibut,party,p1186,3
2739,crushing chicken; gross grasshopper; homely halibut,party,p1196,1
2740,crushing chicken; gross grasshopper; homely halibut,party,p1197,3
2741,crushing chicken; gross grasshopper; homely halibut,party,p1203,3
2742,crushing chicken; gross grasshopper; homely halibut,party,p1219,3
2743,crushing chicken; gross grasshopper; homely halibut,party,p1225,1
2744,crushing chicken; gross grasshopper; homely halibut,party,p1234,2
2745,crushing chicken; gross grasshopper; homely halibut,party,p1242,1
2746,crushing chicken; gross grasshopper; homely halibut,party,p1244,3
2747,crushing chicken; gross grasshopper; homely halibut,party,p1249,2
2748,crushing chicken; gross grasshopper; homely halibut,party,p1250,2
2749,crushing chicken; gross grasshopper; homely halibut,party,p1256,1
2750,crushing chicken; gross grasshopper; homely halibut,party,p1258,1
2751,crushing chicken; gross grasshopper; homely halibut,party,p1260,2
2752,crushing chicken; gross grasshopper; homely halibut,party,p1262,1
2753,crushing chicken; gross grasshopper; homely halibut,party,p1264,2
2754,crushing chicken; gross grasshopper; homely halibut,party,p1265,2
2755,crushing chicken; gross grasshopper; homely halibut,party,p1269,1
2756,crushing chicken; gross grasshopper; homely halibut,party,p1272,1
2757,crushing chicken; gross grasshopper; homely halibut,party,p1278,3
2758,crushing chicken; gross grasshopper; homely halibut,party,p1281,3
2759,crushing chicken; gross grasshopper; homely halibut,party,p1292,1
2760,crushing chicken; gross grasshopper; homely halibut,party,p1299,1
2761,crushing chicken; gross grasshopper; homely halibut,party,p1312,2
2762,crushing chicken; gross grasshopper; homely halibut,party,p1322,3
2763,crushing chicken; gross grasshopper; homely halibut,party,p1326,2
2764,crushing chicken; gross grasshopper; homely halibut,party,p1330,3
2765,crushing chicken; gross grasshopper; homely halibut,party,p1335,1
2766,crushing chicken; gross grasshopper; homely halibut,party,p1337,1
2767,crushing chicken; gross grasshopper; homely halibut,party,p1340,1
2768,crushing chicken; gross grasshopper; homely halibut,party,p1345,1
2769,crushing chicken; gross grasshopper; homely halibut,party,p1351,3
2770,crushing chicken; gross grasshopper; homely halibut,party,p1355,1
2771,crushing chicken; gross grasshopper; homely halibut,party,p1362,1
2772,crushing chicken; gross grasshopper; homely halibut,party,p1365,1
2773,crushing chicken; gross grasshopper; homely halibut,party,p1366,2
2774,crushing chicken; gross grasshopper; homely halibut,party,p1367,1
2775,crushing chicken; gross grasshopper; homely halibut,party,p1370,1
2776,crushing chicken; gross grasshopper; homely halibut,party,p1371,1
2777,crushing chicken; gross grasshopper; homely halibut,party,p1373,1
2778,crushing chicken; gross grasshopper; homely halibut,party,p1375,1
2779,crushing chicken; gross grasshopper; homely halibut,party,p1376,3
2780,crushing chicken; gross grasshopper; homely halibut,party,p1379,3
2781,crushing chicken; gross grasshopper; homely halibut,party,p1381,3
2782,crushing chicken; gross grasshopper; homely halibut,party,p1393,1
2783,crushing chicken; gross grasshopper; homely halibut,party,p1396,3
2784,crushing chicken; gross grasshopper; homely halibut,party,p1398,1
2785,crushing chicken; gross grasshopper; homely halibut,party,p1404,3
2786,crushing chicken; gross grasshopper; homely halibut,party,p1406,1
2787,crushing chicken; gross grasshopper; homely halibut,party,p1407,2
2788,crushing chicken; gross grasshopper; homely halibut,party,p1409,2
2789,crushing chicken; gross grasshopper; homely halibut,party,p1412,2
2790,crushing chicken; gross grasshopper; homely halibut,party,p1414,3
2791,crushing chicken; gross grasshopper; homely halibut,party,p1424,1
2792,crushing chicken; gross grasshopper; homely halibut,party,p1425,1
2793,crushing chicken; gross grasshopper; homely halibut,party,p1429,1
2794,crushing chicken; gross grasshopper; homely halibut,party,p1434,1
2795,crushing chicken; gross grasshopper; homely halibut,party,p1441,3
2796,crushing chicken; gross grasshopper; homely halibut,party,p1445,3
2797,crushing chicken; gross grasshopper; homely halibut,party,p1450,1
2798,crushing chicken; gross grasshopper; homely halibut,party,p1454,2
2799,crushing chicken; gross grasshopper; homely halibut,party,p1456,2
2800,crushing chicken; gross grasshopper; homely halibut,party,p1457,3
2801,crushing chicken; gross grasshopper; homely halibut,party,p1458,3
2802,crushing chicken; gross grasshopper; homely halibut,party,p1469,1
2803,crushing chicken; gross grasshopper; homely halibut,party,p1470,1
2804,crushing chicken; gross grasshopper; homely halibut,party,p1481,3
2805,crushing chicken; gross grasshopper; homely halibut,party,p1488,1
2806,crushing chicken; gross grasshopper; homely halibut,party,p1492,2
2807,crushing chicken; gross grasshopper; homely halibut,party,p1495,1
2808,crushing chicken; gross grasshopper; homely halibut,party,p1497,2
2809,crushing chicken; gross grasshopper; homely halibut,party,p1499,1
2810,crushing chicken; gross grasshopper; homely halibut,party,p1503,3
2811,crushing chicken; gross grasshopper; homely halibut,party,p1511,2
2812,crushing chicken; gross grasshopper; homely halibut,party,p1512,3
2813,crushing chicken; gross grasshopper; homely halibut,party,p1518,2
2814,crushing chicken; gross grasshopper; homely halibut,party,p1519,1
2815,crushing chicken; gross grasshopper; homely halibut,party,p1520,1
2816,crushing chicken; gross grasshopper; homely halibut,party,p1524,1
2817,crushing chicken; gross grasshopper; homely halibut,party,p1526,1
2818,crushing chicken; gross grasshopper; homely halibut,party,p1537,3
2819,crushing chicken; gross grasshopper; homely halibut,party,p1545,3
2820,crushing chicken; gross grasshopper; homely halibut,party,p1547,3
2821,crushing chicken; gross grasshopper; homely halibut,party,p1552,3
2822,crushing chicken; gross grasshopper; homely halibut,party,p1567,2
2823,crushing chicken; gross grasshopper; homely halibut,party,p1568,3
2824,crushing chicken; gross grasshopper; homely halibut,party,p1579,1
2825,crushing chicken; gross grasshopper; homely halibut,party,p1587,3
2826,crushing chicken; gross grasshopper; homely halibut,party,p1596,2
2827,crushing chicken; gross grasshopper; homely halibut,party,p1600,3
2828,crushing chicken; gross grasshopper; homely halibut,party,p1603,3
2829,crushing chicken; gross grasshopper; homely halibut,party,p1604,1
2830,crushing chicken; gross grasshopper; homely halibut,party,p1610,2
2831,crushing chicken; gross grasshopper; homely halibut,party,p1618,1
2832,crushing chicken; gross grasshopper; homely halibut,party,p1619,3
2833,crushing chicken; gross grasshopper; homely halibut,party,p1622,1
2834,crushing chicken; gross grasshopper; homely halibut,party,p1623,1
2835,crushing chicken; gross grasshopper; homely halibut,party,p1630,2
2836,crushing chicken; gross grasshopper; homely halibut,party,p1641,1
2837,crushing chicken; gross grasshopper; homely halibut,party,p1649,2
2838,crushing chicken; gross grasshopper; homely halibut,party,p1652,2
2839,crushing chicken; gross grasshopper; homely halibut,party,p1665,3
2840,crushing chicken; gross grasshopper; homely halibut,party,p1669,1
2841,crushing chicken; gross grasshopper; homely halibut,party,p1685,1
2842,crushing chicken; gross grasshopper; homely halibut,party,p1693,3
2843,crushing chicken; gross grasshopper; homely halibut,party,p1698,2
2844,crushing chicken; gross grasshopper; homely halibut,party,p1704,1
2845,crushing chicken; gross grasshopper; homely halibut,party,p1711,3
2846,crushing chicken; gross grasshopper; homely halibut,party,p1718,1
2847,crushing chicken; gross grasshopper; homely halibut,party,p1732,1
2848,crushing chicken; gross grasshopper; homely halibut,party,p1739,3
2849,crushing chicken; gross grasshopper; homely halibut,party,p1741,1
2850,crushing chicken; gross grasshopper; homely halibut,party,p1746,3
2851,crushing chicken; gross grasshopper; homely halibut,party,p1751,1
2852,crushing chicken; gross grasshopper; homely halibut,party,p1754,3
2853,crushing chicken; gross grasshopper; homely halibut,party,p1769,1
2854,crushing chicken; gross grasshopper; homely halibut,party,p1771,2
2855,crushing chicken; gross grasshopper; homely halibut,party,p1776,3
2856,crushing chicken; gross grasshopper; homely halibut,party,p1780,1
2857,crushing chicken; gross grasshopper; homely halibut,party,p1785,3
2858,crushing chicken; gross grasshopper; homely halibut,party,p1791,2
2859,crushing chicken; gross grasshopper; homely halibut,party,p1793,1
2860,crushing chicken; gross grasshopper; homely halibut,party,p1796,1
2861,crushing chicken; gross grasshopper; homely halibut,party,p1805,2
2862,crushing chicken; gross grasshopper; homely halibut,party,p1812,2
2863,crushing chicken; gross grasshopper; homely halibut,party,p1816,2
2864,crushing chicken; gross grasshopper; homely halibut,party,p1819,3
2865,crushing chicken; gross grasshopper; homely halibut,party,p1825,3
2866,crushing chicken; gross grasshopper; homely halibut,party,p1836,1
2867,crushing chicken; gross grasshopper; homely halibut,party,p1839,1
2868,crushing chicken; gross grasshopper; homely halibut,party,p1861,2
2869,crushing chicken; gross grasshopper; homely halibut,party,p1863,3
2870,crushing chicken; gross grasshopper; homely halibut,party,p1873,3
2871,crushing chicken; gross grasshopper; homely halibut,party,p1875,1
2872,crushing chicken; gross grasshopper; homely halibut,party,p1876,3
2873,crushing chicken; gross grasshopper; homely halibut,party,p1877,3
2874,crushing chicken; gross grasshopper; homely halibut,party,p1880,1
2875,crushing chicken; gross grasshopper; homely halibut,party,p1883,1
2876,crushing chicken; gross grasshopper; homely halibut,party,p1889,1
2877,crushing chicken; gross grasshopper; homely halibut,party,p1893,3
2878,crushing chicken; gross grasshopper; homely halibut,party,p1896,2
2879,crushing chicken; gross grasshopper; homely halibut,party,p1913,1
2880,crushing chicken; gross grasshopper; homely halibut,party,p1922,1
2881,crushing chicken; gross grasshopper; homely halibut,party,p1930,1
2882,crushing chicken; gross grasshopper; homely halibut,party,p1935,1
2883,crushing chicken; gross grasshopper; homely halibut,party,p1940,3
2884,crushing chicken; gross grasshopper; homely halibut,party,p1948,1
2885,crushing chicken; gross grasshopper; homely halibut,party,p1950,2
2886,crushing chicken; gross grasshopper; homely halibut,party,p1954,2
2887,crushing chicken; gross grasshopper; homely halibut,party,p1956,2
2888,crushing chicken; gross grasshopper; homely halibut,party,p1958,1
2889,crushing chicken; gross grasshopper; homely halibut,party,p1967,1
2890,crushing chicken; gross grasshopper; homely halibut,party,p1973,3
2891,crushing chicken; gross grasshopper; homely halibut,party,p1978,1
2892,crushing chicken; gross grasshopper; homely halibut,party,p1983,2
2893,crushing chicken; gross grasshopper; homely halibut,party,p1984,3
2894,crushing chicken; gross grasshopper; homely halibut,party,p1995,1
2895,crushing chicken; gross grasshopper; homely halibut,party,p1996,1
2896,crushing chicken; gross grasshopper; homely halibut,party,p1997,1
2897,crushing chicken; gross grasshopper; homely halibut,party,p2001,3
2898,crushing chicken; gross grasshopper; homely halibut,party,p2002,3
2899,crushing chicken; gross grasshopper; homely halibut,party,p2013,3
2900,crushing chicken; gross grasshopper; homely halibut,party,p2014,1
2901,crushing chicken; gross grasshopper; homely halibut,party,p2016,3
2902,crushing chicken; gross grasshopper; homely halibut,party,p2018,1
2903,crushing chicken; gross grasshopper; homely halibut,party,p2023,3
2904,crushing chicken; gross grasshopper; homely halibut,party,p2025,1
2905,crushing chicken; gross grasshopper; homely halibut,party,p2028,3
2906,crushing chicken; gross grasshopper; homely halibut,party,p2030,3
2907,crushing chicken; gross grasshopper; homely halibut,party,p2033,3
2908,crushing chicken; gross grasshopper; homely halibut,party,p2040,3
2909,crushing chicken; gross grasshopper; homely halibut,party,p2051,3
2910,crushing chicken; gross grasshopper; homely halibut,party,p2052,1
