,condition,outcome,persona,response
0,limping llama; friendly frog,trust_competent_1,p0016,75
20662,limping llama; friendly frog,individual_fly_1,p0867,35
20663,limping llama; friendly frog,individual_fly_1,p0869,35
20664,limping llama; friendly frog,individual_fly_1,p0872,35
20665,limping llama; friendly frog,individual_fly_1,p0880,35
20666,limping llama; friendly frog,individual_fly_1,p0891,35
20667,limping llama; friendly frog,individual_fly_1,p0916,25
20668,limping llama; friendly frog,individual_fly_1,p0917,35
20669,limping llama; friendly frog,individual_fly_1,p0919,35
20670,limping llama; friendly frog,individual_fly_1,p0922,25
20671,limping llama; friendly frog,individual_fly_1,p0925,35
20672,limping llama; friendly frog,individual_fly_1,p0927,35
20673,limping llama; friendly frog,individual_fly_1,p0929,35
20674,limping llama; friendly frog,individual_fly_1,p0930,25
20675,limping llama; friendly frog,individual_fly_1,p0931,25
20676,limping llama; friendly frog,individual_fly_1,p0933,35
20677,limping llama; friendly frog,individual_fly_1,p0934,25
20678,limping llama; friendly frog,individual_fly_1,p0936,35
20679,limping llama; friendly frog,individual_fly_1,p0938,35
20680,limping llama; friendly frog,individual_fly_1,p0939,35
20681,limping llama; friendly frog,individual_fly_1,p0946,35
20682,limping llama; friendly frog,individual_fly_1,p0951,35
20683,limping llama; friendly frog,individual_fly_1,p0956,35
20684,limping llama; friendly frog,individual_fly_1,p0962,25
20685,limping llama; friendly frog,individual_fly_1,p0963,35
20686,limping llama; friendly frog,individual_fly_1,p0969,25
20687,limping llama; friendly frog,individual_fly_1,p0972,35
20688,limping llama; friendly frog,individual_fly_1,p0975,25
20689,limping llama; friendly frog,individual_fly_1,p0985,35
20690,limping llama; friendly frog,individual_fly_1,p0993,25
20691,limping llama; friendly frog,individual_fly_1,p0996,35
20692,limping llama; friendly frog,individual_fly_1,p1011,35
20693,limping llama; friendly frog,individual_fly_1,p1017,25
20694,limping llama; friendly frog,individual_fly_1,p1020,35
20695,limping llama; friendly frog,individual_fly_1,p1022,35
20696,limping llama; friendly frog,individual_fly_1,p1024,25
20697,limping llama; friendly frog,individual_fly_1,p1027,35
20698,limping llama; friendly frog,individual_fly_1,p1028,35
20699,limping llama; friendly frog,individual_fly_1,p1029,25
20700,limping llama; friendly frog,individual_fly_1,p1032,35
20701,limping llama; friendly frog,individual_fly_1,p1040,35
20702,limping llama; friendly frog,individual_fly_1,p1047,35
20703,limping llama; friendly frog,individual_fly_1,p1048,35
20704,limping llama; friendly frog,individual_fly_1,p1053,35
20705,limping llama; friendly frog,individual_fly_1,p1057,35
20706,limping llama; friendly frog,individual_fly_1,p1058,35
20707,limping llama; friendly frog,individual_fly_1,p1063,35
20708,limping llama; friendly frog,individual_fly_1,p1064,35
20709,limping llama; friendly frog,individual_fly_1,p1065,35
20710,limping llama; friendly frog,individual_fly_1,p1069,25
20711,limping llama; friendly frog,individual_fly_1,p1072,35
20712,limping llama; friendly frog,individual_fly_1,p1073,35
20713,limping llama; friendly frog,individual_fly_1,p1075,35
20714,limping llama; friendly frog,individual_fly_1,p1076,35
20715,limping llama; friendly frog,individual_fly_1,p1083,35
20716,limping llama; friendly frog,individual_fly_1,p1089,35
20717,limping llama; friendly frog,individual_fly_1,p1093,35
20718,limping llama; friendly frog,individual_fly_1,p1096,35
20719,limping llama; friendly frog,individual_fly_1,p1100,35
20720,limping llama; friendly frog,individual_fly_1,p1106,35
20721,limping llama; friendly frog,individual_fly_1,p1107,35
20722,limping llama; friendly frog,individual_fly_1,p1113,25
20723,limping llama; friendly frog,individual_fly_1,p1117,25
20724,limping llama; friendly frog,individual_fly_1,p1120,35
20725,limping llama; friendly frog,individual_fly_1,p1134,35
20726,limping llama; friendly frog,individual_fly_1,p1136,35
20727,limping llama; friendly frog,individual_fly_1,p1138,35
20728,limping llama; friendly frog,individual_fly_1,p1144,15
20729,limping llama; friendly frog,individual_fly_1,p1145,35
20730,limping llama; friendly frog,individual_fly_1,p1147,35
20731,limping llama; friendly frog,individual_fly_1,p1148,35
20732,limping llama; friendly frog,individual_fly_1,p1154,25
20733,limping llama; friendly frog,individual_fly_1,p1159,25
20734,limping llama; friendly frog,individual_fly_1,p1167,35
20735,limping llama; friendly frog,individual_fly_1,p1175,35
20736,limping llama; friendly frog,individual_fly_1,p1178,35
20737,limping llama; friendly frog,individual_fly_1,p1184,35
20738,limping llama; friendly frog,individual_fly_1,p1186,35
20739,limping llama; friendly frog,individual_fly_1,p1196,35
20740,limping llama; friendly frog,individual_fly_1,p1197,35
20741,limping llama; friendly frog,individual_fly_1,p1203,35
20742,limping llama; friendly frog,individual_fly_1,p1219,35
20743,limping llama; friendly frog,individual_fly_1,p1225,35
20744,limping llama; friendly frog,individual_fly_1,p1234,35
20745,limping llama; friendly frog,individual_fly_1,p1242,25
20746,limping llama; friendly frog,individual_fly_1,p1244,35
20747,limping llama; friendly frog,individual_fly_1,p1249,35
20748,limping llama; friendly frog,individual_fly_1,p1250,35
20749,limping llama; friendly frog,individual_fly_1,p1256,35
20750,limping llama; friendly frog,individual_fly_1,p1258,35
20751,limping llama; friendly frog,individual_fly_1,p1260,35
20752,limping llama; friendly frog,individual_fly_1,p1262,25
20753,limping llama; friendly frog,individual_fly_1,p1264,35
20754,limping llama; friendly frog,individual_fly_1,p1265,35
20755,limping llama; friendly frog,individual_fly_1,p1269,35
20756,limping llama; friendly frog,individual_fly_1,p1272,35
20757,limping llama; friendly frog,individual_fly_1,p1278,35
20758,limping llama; friendly frog,individual_fly_1,p1281,35
20759,limping llama; friendly frog,individual_fly_1,p1292,35
20760,limping llama; friendly frog,individual_fly_1,p1299,35
20761,limping llama; friendly frog,individual_fly_1,p1312,35
20762,limping llama; friendly frog,individual_fly_1,p1322,35
20763,limping llama; friendly frog,individual_fly_1,p1326,35
20764,limping llama; friendly frog,individual_fly_1,p1330,35
20765,limping llama; friendly frog,individual_fly_1,p1335,35
20766,limping llama; friendly frog,individual_fly_1,p1337,25
20767,limping llama; friendly frog,individual_fly_1,p1340,35
20768,limping llama; friendly frog,individual_fly_1,p1345,35
20769,limping llama; friendly frog,individual_fly_1,p1351,15
20770,limping llama; friendly frog,individual_fly_1,p1355,35
20771,limping llama; friendly frog,individual_fly_1,p1362,20
20772,limping llama; friendly frog,individual_fly_1,p1365,25
20773,limping llama; friendly frog,individual_fly_1,p1366,35
20774,limping llama; friendly frog,individual_fly_1,p1367,35
20775,limping llama; friendly frog,individual_fly_1,p1370,35
20776,limping llama; friendly frog,individual_fly_1,p1371,25
20777,limping llama; friendly frog,individual_fly_1,p1373,35
20778,limping llama; friendly frog,individual_fly_1,p1375,35
20779,limping llama; friendly frog,individual_fly_1,p1376,25
20780,limping llama; friendly frog,individual_fly_1,p1379,35
20781,limping llama; friendly frog,individual_fly_1,p1381,35
20782,limping llama; friendly frog,individual_fly_1,p1393,35
20783,limping llama; friendly frog,individual_fly_1,p1396,25
20784,limping llama; friendly frog,individual_fly_1,p1398,35
20785,limping llama; friendly frog,individual_fly_1,p1404,25
20786,limping llama; friendly frog,individual_fly_1,p1406,35
20787,limping llama; friendly frog,individual_fly_1,p1407,35
20788,limping llama; friendly frog,individual_fly_1,p1409,35
20789,limping llama; friendly frog,individual_fly_1,p1412,35
20790,limping llama; friendly frog,individual_fly_1,p1414,35
20791,limping llama; friendly frog,individual_fly_1,p1424,25
20792,limping llama; friendly frog,individual_fly_1,p1425,35
20793,limping llama; friendly frog,individual_fly_1,p1429,35
20794,limping llama; friendly frog,individual_fly_1,p1434,35
20795,limping llama; friendly frog,individual_fly_1,p1441,35
20796,limping llama; friendly frog,individual_fly_1,p1445,25
20797,limping llama; friendly frog,individual_fly_1,p1450,35
20798,limping llama; friendly frog,individual_fly_1,p1454,35
20799,limping llama; friendly frog,individual_fly_1,p1456,25
20800,limping llama; friendly frog,individual_fly_1,p1457,35
20801,limping llama; friendly frog,individual_fly_1,p1458,35
20802,limping llama; friendly frog,individual_fly_1,p1469,35
20803,limping llama; friendly frog,individual_fly_1,p1470,25
20804,limping llama; friendly frog,individual_fly_1,p1481,35
20805,limping llama; friendly frog,individual_fly_1,p1488,35
20806,limping llama; friendly frog,individual_fly_1,p1492,35
20807,limping llama; friendly frog,individual_fly_1,p1495,25
20808,limping llama; friendly frog,individual_fly_1,p1497,35
20809,limping llama; friendly frog,individual_fly_1,p1499,35
20810,limping llama; friendly frog,individual_fly_1,p1503,35
20811,limping llama; friendly frog,individual_fly_1,p1511,35
20812,limping llama; friendly frog,individual_fly_1,p1512,35
20813,limping llama; friendly frog,individual_fly_1,p1518,35
20814,limping llama; friendly frog,individual_fly_1,p1519,35
20815,limping llama; friendly frog,individual_fly_1,p1520,35
20816,limping llama; friendly frog,individual_fly_1,p1524,35
20817,limping llama; friendly frog,individual_fly_1,p1526,25
20818,limping llama; friendly frog,individual_fly_1,p1537,35
20819,limping llama; friendly frog,individual_fly_1,p1545,35
20820,limping llama; friendly frog,individual_fly_1,p1547,35
20821,limping llama; friendly frog,individual_fly_1,p1552,35
20822,limping llama; friendly frog,individual_fly_1,p1567,25
20823,limping llama; friendly frog,individual_fly_1,p1568,35
20824,limping llama; friendly frog,individual_fly_1,p1579,25
20825,limping llama; friendly frog,individual_fly_1,p1587,35
20826,limping llama; friendly frog,individual_fly_1,p1596,35
20827,limping llama; friendly frog,individual_fly_1,p1600,35
20828,limping llama; friendly frog,individual_fly_1,p1603,35
20829,limping llama; friendly frog,individual_fly_1,p1604,35
20830,limping llama; friendly frog,individual_fly_1,p1610,35
20831,limping llama; friendly frog,individual_fly_1,p1618,25
20832,limping llama; friendly frog,individual_fly_1,p1619,25
20833,limping llama; friendly frog,individual_fly_1,p1622,35
20834,limping llama; friendly frog,individual_fly_1,p1623,15
20835,limping llama; friendly frog,individual_fly_1,p1630,25
20836,limping llama; friendly frog,individual_fly_1,p1641,25
20837,limping llama; friendly frog,individual_fly_1,p1649,35
20838,limping llama; friendly frog,individual_fly_1,p1652,35
20839,limping llama; friendly frog,individual_fly_1,p1665,35
20840,limping llama; friendly frog,individual_fly_1,p1669,25
20841,limping llama; friendly frog,individual_fly_1,p1685,25
20842,limping llama; friendly frog,individual_fly_1,p1693,35
20843,limping llama; friendly frog,individual_fly_1,p1698,35
20844,limping llama; friendly frog,individual_fly_1,p1704,35
20845,limping llama; friendly frog,individual_fly_1,p1711,35
20846,limping llama; friendly frog,individual_fly_1,p1718,25
20847,limping llama; friendly frog,individual_fly_1,p1732,35
20848,limping llama; friendly frog,individual_fly_1,p1739,35
20849,limping llama; friendly frog,individual_fly_1,p1741,35
20850,limping llama; friendly frog,individual_fly_1,p1746,35
20851,limping llama; friendly frog,individual_fly_1,p1751,25
20852,limping llama; friendly frog,individual_fly_1,p1754,35
20853,limping llama; friendly frog,individual_fly_1,p1769,35
20854,limping llama; friendly frog,individual_fly_1,p1771,35
20855,limping llama; friendly frog,individual_fly_1,p1776,35
20856,limping llama; friendly frog,individual_fly_1,p1780,35
20857,limping llama; friendly frog,individual_fly_1,p1785,35
20858,limping llama; friendly frog,individual_fly_1,p1791,25
20859,limping llama; friendly frog,individual_fly_1,p1793,25
20860,limping llama; friendly frog,individual_fly_1,p1796,35
20861,limping llama; friendly frog,individual_fly_1,p1805,35
20862,limping llama; friendly frog,individual_fly_1,p1812,35
20863,limping llama; friendly frog,individual_fly_1,p1816,35
20864,limping llama; friendly frog,individual_fly_1,p1819,35
20865,limping llama; friendly frog,individual_fly_1,p1825,35
20866,limping llama; friendly frog,individual_fly_1,p1836,25
20867,limping llama; friendly frog,individual_fly_1,p1839,25
20868,limping llama; friendly frog,individual_fly_1,p1861,25
20869,limping llama; friendly frog,individual_fly_1,p1863,35
20870,limping llama; friendly frog,individual_fly_1,p1873,35
20871,limping llama; friendly frog,individual_fly_1,p1875,35
20872,limping llama; friendly frog,individual_fly_1,p1876,35
20873,limping llama; friendly frog,individual_fly_1,p1877,25
20874,limping llama; friendly frog,individual_fly_1,p1880,35
20875,limping llama; friendly frog,individual_fly_1,p1883,35
20876,limping llama; friendly frog,individual_fly_1,p1889,15
20877,limping llama; friendly frog,individual_fly_1,p1893,35
20878,limping llama; friendly frog,individual_fly_1,p1896,35
20879,limping llama; friendly frog,individual_fly_1,p1913,35
20880,limping llama; friendly frog,individual_fly_1,p1922,25
20881,limping llama; friendly frog,individual_fly_1,p1930,35
20882,limping llama; friendly frog,individual_fly_1,p1935,35
20883,limping llama; friendly frog,individual_fly_1,p1940,35
20884,limping llama; friendly frog,individual_fly_1,p1948,25
20885,limping llama; friendly frog,individual_fly_1,p1950,35
20886,limping llama; friendly frog,individual_fly_1,p1954,35
20887,limping llama; friendly frog,individual_fly_1,p1956,35
20888,limping llama; friendly frog,individual_fly_1,p1958,35
20889,limping llama; friendly frog,individual_fly_1,p1967,35
20890,limping llama; friendly frog,individual_fly_1,p1973,25
