,condition,outcome,persona,response
0,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p0016,75
17210,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1069,75
17211,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1072,85
17212,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1073,78
17213,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1075,75
17214,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1076,75
17215,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1083,78
17216,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1089,85
17217,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1093,85
17218,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1096,85
17219,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1100,85
17220,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1106,78
17221,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1107,75
17222,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1113,75
17223,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1117,75
17224,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1120,78
17225,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1134,78
17226,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1136,75
17227,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1138,85
17228,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1144,85
17229,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1145,85
17230,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1147,85
17231,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1148,85
17232,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1154,85
17233,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1159,75
17234,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1167,85
17235,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1175,78
17236,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1178,75
17237,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1184,78
17238,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1186,78
17239,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1196,75
17240,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1197,78
17241,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1203,78
17242,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1219,78
17243,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1225,78
17244,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1234,75
17245,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1242,85
17246,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1244,85
17247,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1249,78
17248,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1250,78
17249,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1256,78
17250,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1258,85
17251,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1260,75
17252,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1262,85
17253,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1264,85
17254,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1265,85
17255,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1269,75
17256,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1272,78
17257,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1278,85
17258,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1281,75
17259,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1292,75
17260,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1299,78
17261,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1312,78
17262,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1322,75
17263,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1326,78
17264,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1330,78
17265,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1335,78
17266,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1337,85
17267,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1340,85
17268,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1345,78
17269,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1351,85
17270,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1355,75
17271,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1362,85
17272,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1365,85
17273,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1366,75
17274,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1367,78
17275,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1370,78
17276,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1371,78
17277,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1373,75
17278,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1375,85
17279,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1376,78
17280,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1379,85
17281,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1381,75
17282,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1393,75
17283,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1396,85
17284,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1398,85
17285,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1404,85
17286,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1406,78
17287,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1407,75
17288,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1409,85
17289,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1412,75
17290,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1414,85
17291,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1424,85
17292,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1425,78
17293,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1429,75
17294,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1434,85
17295,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1441,78
17296,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1445,75
17297,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1450,78
17298,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1454,85
17299,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1456,75
17300,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1457,75
17301,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1458,85
17302,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1469,75
17303,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1470,85
17304,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1481,85
17305,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1488,78
17306,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1492,75
17307,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1495,85
17308,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1497,78
17309,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1499,78
17310,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1503,85
17311,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1511,85
17312,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1512,75
17313,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1518,85
17314,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1519,75
17315,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1520,75
17316,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1524,75
17317,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1526,75
17318,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1537,85
17319,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1545,85
17320,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1547,85
17321,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1552,85
17322,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1567,85
17323,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1568,85
17324,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1579,75
17325,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1587,75
17326,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1596,75
17327,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1600,85
17328,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1603,78
17329,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1604,85
17330,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1610,75
17331,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1618,85
17332,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1619,85
17333,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1622,85
17334,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1623,75
17335,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1630,85
17336,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1641,85
17337,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1649,75
17338,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1652,78
17339,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1665,78
17340,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1669,78
17341,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1685,85
17342,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1693,78
17343,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1698,85
17344,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1704,78
17345,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1711,85
17346,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1718,78
17347,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1732,78
17348,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1739,78
17349,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1741,85
17350,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1746,75
17351,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1751,75
17352,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1754,75
17353,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1769,75
17354,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1771,78
17355,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1776,78
17356,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1780,85
17357,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1785,75
17358,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1791,85
17359,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1793,85
17360,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1796,75
17361,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1805,78
17362,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1812,85
17363,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1816,75
17364,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1819,85
17365,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1825,85
17366,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1836,85
17367,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1839,85
17368,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1861,85
17369,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1863,85
17370,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1873,78
17371,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1875,75
17372,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1876,85
17373,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1877,85
17374,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1880,78
17375,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1883,82
17376,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1889,75
17377,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1893,85
17378,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1896,85
17379,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1913,75
