,condition,outcome,persona,response
0,giant gibbon; brick bobcat,trust_competent_1,p0016,78
20720,giant gibbon; brick bobcat,individual_fly_1,p1106,35
20721,giant gibbon; brick bobcat,individual_fly_1,p1107,35
20722,giant gibbon; brick bobcat,individual_fly_1,p1113,35
20723,giant gibbon; brick bobcat,individual_fly_1,p1117,25
20724,giant gibbon; brick bobcat,individual_fly_1,p1120,35
20725,giant gibbon; brick bobcat,individual_fly_1,p1134,35
20726,giant gibbon; brick bobcat,individual_fly_1,p1136,35
20727,giant gibbon; brick bobcat,individual_fly_1,p1138,35
20728,giant gibbon; brick bobcat,individual_fly_1,p1144,35
20729,giant gibbon; brick bobcat,individual_fly_1,p1145,35
20730,giant gibbon; brick bobcat,individual_fly_1,p1147,35
20731,giant gibbon; brick bobcat,individual_fly_1,p1148,35
20732,giant gibbon; brick bobcat,individual_fly_1,p1154,35
20733,giant gibbon; brick bobcat,individual_fly_1,p1159,35
20734,giant gibbon; brick bobcat,individual_fly_1,p1167,35
20735,giant gibbon; brick bobcat,individual_fly_1,p1175,35
20736,giant gibbon; brick bobcat,individual_fly_1,p1178,35
20737,giant gibbon; brick bobcat,individual_fly_1,p1184,35
20738,giant gibbon; brick bobcat,individual_fly_1,p1186,35
20739,giant gibbon; brick bobcat,individual_fly_1,p1196,35
20740,giant gibbon; brick bobcat,individual_fly_1,p1197,35
20741,giant gibbon; brick bobcat,individual_fly_1,p1203,35
20742,giant gibbon; brick bobcat,individual_fly_1,p1219,35
20743,giant gibbon; brick bobcat,individual_fly_1,p1225,35
20744,giant gibbon; brick bobcat,individual_fly_1,p1234,35
20745,giant gibbon; brick bobcat,individual_fly_1,p1242,35
20746,giant gibbon; brick bobcat,individual_fly_1,p1244,35
20747,giant gibbon; brick bobcat,individual_fly_1,p1249,35
20748,giant gibbon; brick bobcat,individual_fly_1,p1250,35
20749,giant gibbon; brick bobcat,individual_fly_1,p1256,35
20750,giant gibbon; brick bobcat,individual_fly_1,p1258,35
20751,giant gibbon; brick bobcat,individual_fly_1,p1260,35
20752,giant gibbon; brick bobcat,individual_fly_1,p1262,25
20753,giant gibbon; brick bobcat,individual_fly_1,p1264,45
20754,giant gibbon; brick bobcat,individual_fly_1,p1265,35
20755,giant gibbon; brick bobcat,individual_fly_1,p1269,35
20756,giant gibbon; brick bobcat,individual_fly_1,p1272,35
20757,giant gibbon; brick bobcat,individual_fly_1,p1278,35
20758,giant gibbon; brick bobcat,individual_fly_1,p1281,35
20759,giant gibbon; brick bobcat,individual_fly_1,p1292,35
20760,giant gibbon; brick bobcat,individual_fly_1,p1299,35
20761,giant gibbon; brick bobcat,individual_fly_1,p1312,35
20762,giant gibbon; brick bobcat,individual_fly_1,p1322,35
20763,giant gibbon; brick bobcat,individual_fly_1,p1326,35
20764,giant gibbon; brick bobcat,individual_fly_1,p1330,35
20765,giant gibbon; brick bobcat,individual_fly_1,p1335,35
20766,giant gibbon; brick bobcat,individual_fly_1,p1337,35
20767,giant gibbon; brick bobcat,individual_fly_1,p1340,35
20768,giant gibbon; brick bobcat,individual_fly_1,p1345,35
20769,giant gibbon; brick bobcat,individual_fly_1,p1351,35
20770,giant gibbon; brick bobcat,individual_fly_1,p1355,35
20771,giant gibbon; brick bobcat,individual_fly_1,p1362,30
20772,giant gibbon; brick bobcat,individual_fly_1,p1365,35
20773,giant gibbon; brick bobcat,individual_fly_1,p1366,35
20774,giant gibbon; brick bobcat,individual_fly_1,p1367,35
20775,giant gibbon; brick bobcat,individual_fly_1,p1370,25
20776,giant gibbon; brick bobcat,individual_fly_1,p1371,35
20777,giant gibbon; brick bobcat,individual_fly_1,p1373,35
20778,giant gibbon; brick bobcat,individual_fly_1,p1375,35
20779,giant gibbon; brick bobcat,individual_fly_1,p1376,35
20780,giant gibbon; brick bobcat,individual_fly_1,p1379,35
20781,giant gibbon; brick bobcat,individual_fly_1,p1381,35
20782,giant gibbon; brick bobcat,individual_fly_1,p1393,35
20783,giant gibbon; brick bobcat,individual_fly_1,p1396,35
20784,giant gibbon; brick bobcat,individual_fly_1,p1398,35
20785,giant gibbon; brick bobcat,individual_fly_1,p1404,35
20786,giant gibbon; brick bobcat,individual_fly_1,p1406,45
20787,giant gibbon; brick bobcat,individual_fly_1,p1407,45
20788,giant gibbon; brick bobcat,individual_fly_1,p1409,35
20789,giant gibbon; brick bobcat,individual_fly_1,p1412,35
20790,giant gibbon; brick bobcat,individual_fly_1,p1414,35
20791,giant gibbon; brick bobcat,individual_fly_1,p1424,25
20792,giant gibbon; brick bobcat,individual_fly_1,p1425,35
20793,giant gibbon; brick bobcat,individual_fly_1,p1429,35
20794,giant gibbon; brick bobcat,individual_fly_1,p1434,35
20795,giant gibbon; brick bobcat,individual_fly_1,p1441,35
20796,giant gibbon; brick bobcat,individual_fly_1,p1445,35
20797,giant gibbon; brick bobcat,individual_fly_1,p1450,35
20798,giant gibbon; brick bobcat,individual_fly_1,p1454,35
20799,giant gibbon; brick bobcat,individual_fly_1,p1456,35
20800,giant gibbon; brick bobcat,individual_fly_1,p1457,35
20801,giant gibbon; brick bobcat,individual_fly_1,p1458,35
20802,giant gibbon; brick bobcat,individual_fly_1,p1469,35
20803,giant gibbon; brick bobcat,individual_fly_1,p1470,35
20804,giant gibbon; brick bobcat,individual_fly_1,p1481,35
20805,giant gibbon; brick bobcat,individual_fly_1,p1488,35
20806,giant gibbon; brick bobcat,individual_fly_1,p1492,35
20807,giant gibbon; brick bobcat,individual_fly_1,p1495,25
20808,giant gibbon; brick bobcat,individual_fly_1,p1497,35
20809,giant gibbon; brick bobcat,individual_fly_1,p1499,35
20810,giant gibbon; brick bobcat,individual_fly_1,p1503,35
20811,giant gibbon; brick bobcat,individual_fly_1,p1511,35
20812,giant gibbon; brick bobcat,individual_fly_1,p1512,35
20813,giant gibbon; brick bobcat,individual_fly_1,p1518,35
20814,giant gibbon; brick bobcat,individual_fly_1,p1519,35
20815,giant gibbon; brick bobcat,individual_fly_1,p1520,35
20816,giant gibbon; brick bobcat,individual_fly_1,p1524,35
20817,giant gibbon; brick bobcat,individual_fly_1,p1526,35
20818,giant gibbon; brick bobcat,individual_fly_1,p1537,25
20819,giant gibbon; brick bobcat,individual_fly_1,p1545,35
20820,giant gibbon; brick bobcat,individual_fly_1,p1547,35
20821,giant gibbon; brick bobcat,individual_fly_1,p1552,35
20822,giant gibbon; brick bobcat,individual_fly_1,p1567,35
20823,giant gibbon; brick bobcat,individual_fly_1,p1568,35
20824,giant gibbon; brick bobcat,individual_fly_1,p1579,35
20825,giant gibbon; brick bobcat,individual_fly_1,p1587,35
20826,giant gibbon; brick bobcat,individual_fly_1,p1596,35
20827,giant gibbon; brick bobcat,individual_fly_1,p1600,35
20828,giant gibbon; brick bobcat,individual_fly_1,p1603,35
20829,giant gibbon; brick bobcat,individual_fly_1,p1604,35
20830,giant gibbon; brick bobcat,individual_fly_1,p1610,35
20831,giant gibbon; brick bobcat,individual_fly_1,p1618,25
20832,giant gibbon; brick bobcat,individual_fly_1,p1619,25
20833,giant gibbon; brick bobcat,individual_fly_1,p1622,35
20834,giant gibbon; brick bobcat,individual_fly_1,p1623,35
20835,giant gibbon; brick bobcat,individual_fly_1,p1630,35
20836,giant gibbon; brick bobcat,individual_fly_1,p1641,35
20837,giant gibbon; brick bobcat,individual_fly_1,p1649,35
20838,giant gibbon; brick bobcat,individual_fly_1,p1652,45
20839,giant gibbon; brick bobcat,individual_fly_1,p1665,35
20840,giant gibbon; brick bobcat,individual_fly_1,p1669,35
20841,giant gibbon; brick bobcat,individual_fly_1,p1685,25
20842,giant gibbon; brick bobcat,individual_fly_1,p1693,35
20843,giant gibbon; brick bobcat,individual_fly_1,p1698,35
20844,giant gibbon; brick bobcat,individual_fly_1,p1704,35
20845,giant gibbon; brick bobcat,individual_fly_1,p1711,35
20846,giant gibbon; brick bobcat,individual_fly_1,p1718,35
20847,giant gibbon; brick bobcat,individual_fly_1,p1732,35
20848,giant gibbon; brick bobcat,individual_fly_1,p1739,35
20849,giant gibbon; brick bobcat,individual_fly_1,p1741,35
20850,giant gibbon; brick bobcat,individual_fly_1,p1746,35
20851,giant gibbon; brick bobcat,individual_fly_1,p1751,35
20852,giant gibbon; brick bobcat,individual_fly_1,p1754,35
20853,giant gibbon; brick bobcat,individual_fly_1,p1769,35
20854,giant gibbon; brick bobcat,individual_fly_1,p1771,35
20855,giant gibbon; brick bobcat,individual_fly_1,p1776,35
20856,giant gibbon; brick bobcat,individual_fly_1,p1780,35
20857,giant gibbon; brick bobcat,individual_fly_1,p1785,35
20858,giant gibbon; brick bobcat,individual_fly_1,p1791,25
20859,giant gibbon; brick bobcat,individual_fly_1,p1793,25
20860,giant gibbon; brick bobcat,individual_fly_1,p1796,45
20861,giant gibbon; brick bobcat,individual_fly_1,p1805,35
20862,giant gibbon; brick bobcat,individual_fly_1,p1812,35
20863,giant gibbon; brick bobcat,individual_fly_1,p1816,35
20864,giant gibbon; brick bobcat,individual_fly_1,p1819,35
20865,giant gibbon; brick bobcat,individual_fly_1,p1825,35
20866,giant gibbon; brick bobcat,individual_fly_1,p1836,35
20867,giant gibbon; brick bobcat,individual_fly_1,p1839,25
20868,giant gibbon; brick bobcat,individual_fly_1,p1861,25
20869,giant gibbon; brick bobcat,individual_fly_1,p1863,35
20870,giant gibbon; brick bobcat,individual_fly_1,p1873,35
20871,giant gibbon; brick bobcat,individual_fly_1,p1875,35
20872,giant gibbon; brick bobcat,individual_fly_1,p1876,35
20873,giant gibbon; brick bobcat,individual_fly_1,p1877,35
20874,giant gibbon; brick bobcat,individual_fly_1,p1880,35
20875,giant gibbon; brick bobcat,individual_fly_1,p1883,35
20876,giant gibbon; brick bobcat,individual_fly_1,p1889,35
20877,giant gibbon; brick bobcat,individual_fly_1,p1893,35
20878,giant gibbon; brick bobcat,individual_fly_1,p1896,35
20879,giant gibbon; brick bobcat,individual_fly_1,p1913,35
20880,giant gibbon; brick bobcat,individual_fly_1,p1922,35
20881,giant gibbon; brick bobcat,individual_fly_1,p1930,35
20882,giant gibbon; brick bobcat,individual_fly_1,p1935,35
20883,giant gibbon; brick bobcat,individual_fly_1,p1940,35
20884,giant gibbon; brick bobcat,individual_fly_1,p1948,35
20885,giant gibbon; brick bobcat,individual_fly_1,p1950,35
20886,giant gibbon; brick bobcat,individual_fly_1,p1954,35
20887,giant gibbon; brick bobcat,individual_fly_1,p1956,35
20888,giant gibbon; brick bobcat,individual_fly_1,p1958,35
20889,giant gibbon; brick bobcat,individual_fly_1,p1967,35
20890,giant gibbon; brick bobcat,individual_fly_1,p1973,25
20891,giant gibbon; brick bobcat,individual_fly_1,p1978,35
20892,giant gibbon; brick bobcat,individual_fly_1,p1983,35
20893,giant gibbon; brick bobcat,individual_fly_1,p1984,35
20894,giant gibbon; brick bobcat,individual_fly_1,p1995,35
20895,giant gibbon; brick bobcat,individual_fly_1,p1996,35
20896,giant gibbon; brick bobcat,individual_fly_1,p1997,35
20897,giant gibbon; brick bobcat,individual_fly_1,p2001,35
20898,giant gibbon; brick bobcat,individual_fly_1,p2002,35
20899,giant gibbon; brick bobcat,individual_fly_1,p2013,35
20900,giant gibbon; brick bobcat,individual_fly_1,p2014,35
20901,giant gibbon; brick bobcat,individual_fly_1,p2016,35
20902,giant gibbon; brick bobcat,individual_fly_1,p2018,35
20903,giant gibbon; brick bobcat,individual_fly_1,p2023,35
20904,giant gibbon; brick bobcat,individual_fly_1,p2025,35
20905,giant gibbon; brick bobcat,individual_fly_1,p2028,35
20906,giant gibbon; brick bobcat,individual_fly_1,p2030,35
20907,giant gibbon; brick bobcat,individual_fly_1,p2033,35
20908,giant gibbon; brick bobcat,individual_fly_1,p2040,25
20909,giant gibbon; brick bobcat,individual_fly_1,p2051,35
20910,giant gibbon; brick bobcat,individual_fly_1,p2052,35
20911,giant gibbon; brick bobcat,individual_fly_1,p2066,25
20912,giant gibbon; brick bobcat,individual_fly_1,p2067,35
20913,giant gibbon; brick bobcat,individual_fly_1,p2073,35
20914,giant gibbon; brick bobcat,individual_fly_1,p2077,35
20915,giant gibbon; brick bobcat,individual_fly_1,p2078,35
20916,giant gibbon; brick bobcat,individual_fly_1,p2086,35
20917,giant gibbon; brick bobcat,individual_fly_1,p2089,35
20918,giant gibbon; brick bobcat,individual_fly_1,p2093,35
20919,giant gibbon; brick bobcat,individual_fly_1,p2094,45
20920,giant gibbon; brick bobcat,individual_fly_1,p2111,35
20921,giant gibbon; brick bobcat,individual_fly_1,p2117,35
20922,giant gibbon; brick bobcat,individual_fly_1,p2121,35
20923,giant gibbon; brick bobcat,individual_fly_1,p2127,35
20924,giant gibbon; brick bobcat,individual_fly_1,p2141,35
20925,giant gibbon; brick bobcat,individual_fly_1,p2142,35
20926,giant gibbon; brick bobcat,individual_fly_1,p2143,35
20927,giant gibbon; brick bobcat,individual_fly_1,p2153,35
20928,giant gibbon; brick bobcat,individual_fly_1,p2155,35
20929,giant gibbon; brick bobcat,individual_fly_1,p2169,35
20930,giant gibbon; brick bobcat,individual_fly_1,p2187,45
20931,giant gibbon; brick bobcat,individual_fly_1,p2188,45
20932,giant gibbon; brick bobcat,individual_fly_1,p2197,35
20933,giant gibbon; brick bobcat,individual_fly_1,p2213,35
20934,giant gibbon; brick bobcat,individual_fly_1,p2214,35
20935,giant gibbon; brick bobcat,individual_fly_1,p2215,35
20936,giant gibbon; brick bobcat,individual_fly_1,p2220,35
20937,giant gibbon; brick bobcat,individual_fly_1,p2223,35
20938,giant gibbon; brick bobcat,individual_fly_1,p2229,35
20939,giant gibbon; brick bobcat,individual_fly_1,p2234,35
20940,giant gibbon; brick bobcat,individual_fly_1,p2237,35
20941,giant gibbon; brick bobcat,individual_fly_1,p2238,25
20942,giant gibbon; brick bobcat,individual_fly_1,p2244,45
20943,giant gibbon; brick bobcat,individual_fly_1,p2248,35
20944,giant gibbon; brick bobcat,individual_fly_1,p2252,45
20945,giant gibbon; brick bobcat,individual_fly_1,p2255,35
20946,giant gibbon; brick bobcat,individual_fly_1,p2261,35
20947,giant gibbon; brick bobcat,individual_fly_1,p2263,35
20948,giant gibbon; brick bobcat,individual_fly_1,p2273,35
20949,giant gibbon; brick bobcat,individual_fly_1,p2275,35
20950,giant gibbon; brick bobcat,individual_fly_1,p2276,35
20951,giant gibbon; brick bobcat,individual_fly_1,p2283,35
20952,giant gibbon; brick bobcat,individual_fly_1,p2287,35
20953,giant gibbon; brick bobcat,individual_fly_1,p2296,35
20954,giant gibbon; brick bobcat,individual_fly_1,p2298,35
20955,giant gibbon; brick bobcat,individual_fly_1,p2304,35
20956,giant gibbon; brick bobcat,individual_fly_1,p2310,35
20957,giant gibbon; brick bobcat,individual_fly_1,p2322,45
20958,giant gibbon; brick bobcat,individual_fly_1,p2326,45
20959,giant gibbon; brick bobcat,individual_fly_1,p2330,25
20960,giant gibbon; brick bobcat,individual_fly_1,p2331,35
20961,giant gibbon; brick bobcat,individual_fly_1,p2333,35
20962,giant gibbon; brick bobcat,individual_fly_1,p2347,35
20963,giant gibbon; brick bobcat,individual_fly_1,p2350,35
20964,giant gibbon; brick bobcat,individual_fly_1,p2351,35
20965,giant gibbon; brick bobcat,individual_fly_1,p2353,35
20966,giant gibbon; brick bobcat,individual_fly_1,p2355,35
20967,giant gibbon; brick bobcat,individual_fly_1,p2363,35
20968,giant gibbon; brick bobcat,individual_fly_1,p2378,35
20969,giant gibbon; brick bobcat,individual_fly_1,p2380,35
20970,giant gibbon; brick bobcat,individual_fly_1,p2387,35
20971,giant gibbon; brick bobcat,individual_fly_1,p2398,35
20972,giant gibbon; brick bobcat,individual_fly_1,p2400,35
20973,giant gibbon; brick bobcat,individual_fly_1,p2403,35
20974,giant gibbon; brick bobcat,individual_fly_1,p2408,35
20975,giant gibbon; brick bobcat,individual_fly_1,p2418,45
20976,giant gibbon; brick bobcat,individual_fly_1,p2426,35
20977,giant gibbon; brick bobcat,individual_fly_1,p2428,35
20978,giant gibbon; brick bobcat,individual_fly_1,p2434,45
20979,giant gibbon; brick bobcat,individual_fly_1,p2446,35
20980,giant gibbon; brick bobcat,individual_fly_1,p2452,45
20981,giant gibbon; brick bobcat,individual_fly_1,p2454,45
20982,giant gibbon; brick bobcat,individual_fly_1,p2462,35
20983,giant gibbon; brick bobcat,individual_fly_1,p2467,25
20984,giant gibbon; brick bobcat,individual_fly_1,p2482,35
20985,giant gibbon; brick bobcat,individual_fly_1,p2489,35
20986,giant gibbon; brick bobcat,individual_fly_1,p2490,35
20987,giant gibbon; brick bobcat,individual_fly_1,p2494,35
20988,giant gibbon; brick bobcat,individual_fly_1,p2502,35
20989,giant gibbon; brick bobcat,individual_fly_1,p2503,35
20990,giant gibbon; brick bobcat,individual_fly_1,p2522,35
20991,giant gibbon; brick bobcat,individual_fly_1,p2524,35
20992,giant gibbon; brick bobcat,individual_fly_1,p2533,35
20993,giant gibbon; brick bobcat,individual_fly_1,p2566,35
20994,giant gibbon; brick bobcat,individual_fly_1,p2571,35
20995,giant gibbon; brick bobcat,individual_fly_1,p2573,35
20996,giant gibbon; brick bobcat,individual_fly_1,p2582,45
20997,giant gibbon; brick bobcat,individual_fly_1,p2591,35
20998,giant gibbon; brick bobcat,individual_fly_1,p2592,45
20999,giant gibbon; brick bobcat,individual_fly_1,p2595,45
21000,giant gibbon; brick bobcat,individual_talk_1,p0016,65
21001,giant gibbon; brick bobcat,individual_talk_1,p0022,65
21002,giant gibbon; brick bobcat,individual_talk_1,p0023,75
21003,giant gibbon; brick bobcat,individual_talk_1,p0026,68
21004,giant gibbon; brick bobcat,individual_talk_1,p0034,55
21005,giant gibbon; brick bobcat,individual_talk_1,p0036,65
21006,giant gibbon; brick bobcat,individual_talk_1,p0037,65
21007,giant gibbon; brick bobcat,individual_talk_1,p0042,65
21008,giant gibbon; brick bobcat,individual_talk_1,p0057,68
21009,giant gibbon; brick bobcat,individual_talk_1,p0066,65
21010,giant gibbon; brick bobcat,individual_talk_1,p0069,65
21011,giant gibbon; brick bobcat,individual_talk_1,p0072,65
21012,giant gibbon; brick bobcat,individual_talk_1,p0073,65
21013,giant gibbon; brick bobcat,individual_talk_1,p0082,65
21014,giant gibbon; brick bobcat,individual_talk_1,p0091,65
21015,giant gibbon; brick bobcat,individual_talk_1,p0092,45
21016,giant gibbon; brick bobcat,individual_talk_1,p0093,65
21017,giant gibbon; brick bobcat,individual_talk_1,p0095,65
21018,giant gibbon; brick bobcat,individual_talk_1,p0107,55
21019,giant gibbon; brick bobcat,individual_talk_1,p0114,65
21020,giant gibbon; brick bobcat,individual_talk_1,p0116,65
21021,giant gibbon; brick bobcat,individual_talk_1,p0118,45
21022,giant gibbon; brick bobcat,individual_talk_1,p0119,65
21023,giant gibbon; brick bobcat,individual_talk_1,p0126,65
21024,giant gibbon; brick bobcat,individual_talk_1,p0129,65
