,condition,outcome,persona,response
16624,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0633,78
16625,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0638,75
16626,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0639,75
16627,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0640,75
16628,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0655,75
16629,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0656,78
16630,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0658,75
16631,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0661,75
16632,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0669,75
16633,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0670,75
16634,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0672,75
16635,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0674,78
16636,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0678,78
16637,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0683,75
16638,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0686,75
16639,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0687,75
16640,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0698,75
16641,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0700,75
16642,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0703,75
16643,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0718,75
16644,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0744,85
16645,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0745,75
16646,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0753,65
16647,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0770,78
16648,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0771,75
16649,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0777,85
16650,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0779,75
16651,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0780,68
16652,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0783,75
16653,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0785,75
16654,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0786,65
16655,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0794,65
16656,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0798,65
16657,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0800,78
16658,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0820,65
16659,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0841,75
16660,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0849,82
16661,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0862,85
16662,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0867,88
16663,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0869,78
16664,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0872,78
16665,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0880,78
16666,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0891,82
16667,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0916,75
16668,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0917,78
16669,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0919,85
16670,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0922,75
16671,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0925,75
16672,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0927,85
16673,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0929,78
16674,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0930,85
16675,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0931,65
16676,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0933,78
16677,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0934,75
16678,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0936,78
16679,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0938,75
16680,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0939,75
16681,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0946,75
16682,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0951,82
16683,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0956,75
16684,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0962,75
16685,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0963,78
16686,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0969,75
16687,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0972,75
16688,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0975,78
16689,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0985,78
16690,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0993,85
16691,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0996,75
16692,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1011,65
16693,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1017,75
16694,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1020,75
16695,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1022,85
16696,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1024,75
16697,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1027,85
16698,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1028,85
16699,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1029,65
16700,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1032,75
16701,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1040,75
16702,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1047,75
16703,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1048,65
16704,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1053,78
16705,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1057,75
16706,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1058,75
16707,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1063,75
16708,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1064,78
16709,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1065,68
16710,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1069,75
16711,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1072,78
16712,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1073,78
16713,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1075,85
16714,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1076,75
16715,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1083,65
16716,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1089,85
16717,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1093,78
16718,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1096,78
16719,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1100,75
16720,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1106,78
16721,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1107,68
16722,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1113,75
16723,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1117,45
16724,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1120,75
16725,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1134,75
16726,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1136,65
16727,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1138,78
16728,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1144,75
16729,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1145,85
16730,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1147,88
16731,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1148,85
16732,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1154,85
16733,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1159,78
16734,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1167,78
16735,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1175,85
16736,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1178,75
16737,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1184,75
16738,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1186,75
16739,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1196,75
16740,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1197,78
16741,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1203,75
16742,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1219,75
16743,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1225,75
16744,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1234,78
16745,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1242,75
16746,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1244,75
16747,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1249,75
16748,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1250,75
16749,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1256,75
16750,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1258,78
16751,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1260,75
16752,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1262,65
16753,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1264,65
16754,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1265,78
16755,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1269,75
16756,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1272,78
16757,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1278,85
16758,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1281,78
16759,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1292,75
16760,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1299,75
16761,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1312,75
16762,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1322,75
16763,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1326,75
16764,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1330,75
16765,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1335,78
16766,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1337,85
16767,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1340,85
16768,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1345,75
16769,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1351,75
16770,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1355,75
16771,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1362,75
16772,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1365,75
16773,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1366,65
16774,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1367,75
16775,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1370,75
16776,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1371,85
16777,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1373,78
16778,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1375,75
16779,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1376,75
16780,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1379,75
16781,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1381,75
16782,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1393,78
16783,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1396,85
16784,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1398,78
16785,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1404,75
16786,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1406,75
16787,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1407,65
16788,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1409,75
16789,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1412,78
16790,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1414,85
16791,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1424,75
16792,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1425,78
16793,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1429,75
16794,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1434,78
16795,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1441,75
16796,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1445,75
16797,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1450,75
16798,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1454,75
16799,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1456,75
16800,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1457,72
16801,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1458,85
16802,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1469,78
16803,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1470,75
16804,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1481,75
16805,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1488,75
16806,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1492,65
16807,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1495,75
16808,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1497,75
16809,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1499,75
16810,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1503,78
16811,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1511,85
16812,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1512,65
16813,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1518,85
16814,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1519,75
16815,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1520,68
16816,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1524,78
16817,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1526,85
16818,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1537,75
16819,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1545,75
16820,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1547,78
16821,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1552,85
16822,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1567,78
16823,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1568,75
16824,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1579,45
16825,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1587,65
16826,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1596,65
16827,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1600,85
16828,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1603,75
16829,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1604,75
16830,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1610,68
16831,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1618,75
16832,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1619,85
16833,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1622,75
16834,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1623,75
16835,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1630,75
16836,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1641,78
16837,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1649,75
16838,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1652,75
16839,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1665,75
16840,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1669,75
16841,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1685,75
16842,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1693,75
16843,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1698,78
16844,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1704,75
16845,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1711,78
16846,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1718,65
16847,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1732,75
16848,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1739,75
16849,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1741,85
16850,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1746,68
16851,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1751,75
16852,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1754,75
16853,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1769,75
16854,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1771,75
16855,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1776,75
16856,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1780,78
16857,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1785,85
16858,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1791,75
16859,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1793,85
16860,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1796,75
16861,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1805,75
16862,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1812,88
16863,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1816,65
16864,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1819,75
16865,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1825,85
16866,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1836,85
16867,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1839,75
16868,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1861,75
16869,orchid orangutan; defiant dragonfly,policy_specific_3_1,p1863,75
